AUB,ASX,https://www.stockopedia.com/share-prices/aub-ASX:AUB/
AVZ Minerals,ASX,https://www.stockopedia.com/share-prices/avz-minerals-ASX:AVZ/
AWE,ASX,https://www.stockopedia.com/share-prices/awe-ASX:AWE/
Abacus Property,ASX,https://www.stockopedia.com/share-prices/abacus-property-ASX:ABP/
Abilene Oil and Gas,ASX,https://www.stockopedia.com/share-prices/abilene-oil-and-gas-ASX:ABL/
Absolute Equity Performance Fund,ASX,https://www.stockopedia.com/share-prices/absolute-equity-performance-fund-ASX:AEG/
Abundant Produce,ASX,https://www.stockopedia.com/share-prices/abundant-produce-ASX:ABT/
Acacia Coal,ASX,https://www.stockopedia.com/share-prices/acacia-coal-ASX:AJC/
Academies Australasia,ASX,https://www.stockopedia.com/share-prices/academies-australasia-ASX:AKG/
Accelerate Resources,ASX,https://www.stockopedia.com/share-prices/accelerate-resources-ASX:AX8/
Accent,ASX,https://www.stockopedia.com/share-prices/accent-ASX:AX1/
Accent Resources NL,ASX,https://www.stockopedia.com/share-prices/accent-resources-nl-ASX:ACS/
Aconex,ASX,https://www.stockopedia.com/share-prices/aconex-ASX:ACX/
Acorn Capital Investment Fund,ASX,https://www.stockopedia.com/share-prices/acorn-capital-investment-fund-ASX:ACQ/
Acrow Formwork and Construction Services,ASX,https://www.stockopedia.com/share-prices/acrow-formwork-and-construction-services-ASX:ACF/
Acrux,ASX,https://www.stockopedia.com/share-prices/acrux-ASX:ACR/
Actinogen Medical,ASX,https://www.stockopedia.com/share-prices/actinogen-medical-ASX:ACW/
ActivEX,ASX,https://www.stockopedia.com/share-prices/activex-ASX:AIV/
Adacel Technologies,ASX,https://www.stockopedia.com/share-prices/adacel-technologies-ASX:ADA/
Adairs,ASX,https://www.stockopedia.com/share-prices/adairs-ASX:ADH/
Adalta,ASX,https://www.stockopedia.com/share-prices/adalta-ASX:1AD/
Adavale Resources,ASX,https://www.stockopedia.com/share-prices/adavale-resources-ASX:ADD/
Adcorp Australia,ASX,https://www.stockopedia.com/share-prices/adcorp-australia-ASX:AAU/
Adelaide Brighton,ASX,https://www.stockopedia.com/share-prices/adelaide-brighton-ASX:ABC/
Adherium,ASX,https://www.stockopedia.com/share-prices/adherium-ASX:ADR/
Admedus,ASX,https://www.stockopedia.com/share-prices/admedus-ASX:AHZ/
Admiralty Resources NL,ASX,https://www.stockopedia.com/share-prices/admiralty-resources-nl-ASX:ADY/
Adriatic Metals,ASX,https://www.stockopedia.com/share-prices/adriatic-metals-ASX:ADT/
Adslot,ASX,https://www.stockopedia.com/share-prices/adslot-ASX:ADJ/
Advance Nanotek,ASX,https://www.stockopedia.com/share-prices/advance-nanotek-ASX:ANO/
Advanced Braking Technology,ASX,https://www.stockopedia.com/share-prices/advanced-braking-technology-ASX:ABV/
Advanced Share Registry,ASX,https://www.stockopedia.com/share-prices/advanced-share-registry-ASX:ASW/
Adx Energy,ASX,https://www.stockopedia.com/share-prices/adx-energy-ASX:ADX/
Aeeris,ASX,https://www.stockopedia.com/share-prices/aeeris-ASX:AER/
Aeon Metals,ASX,https://www.stockopedia.com/share-prices/aeon-metals-ASX:AML/
Aeris Environmental,ASX,https://www.stockopedia.com/share-prices/aeris-environmental-ASX:AEI/
Aeris Resources,ASX,https://www.stockopedia.com/share-prices/aeris-resources-ASX:AIS/
African Energy Resources,ASX,https://www.stockopedia.com/share-prices/african-energy-resources-ASX:AFR/
Afterpay Touch,ASX,https://www.stockopedia.com/share-prices/afterpay-touch-ASX:APT/
Agency Australia,ASX,https://www.stockopedia.com/share-prices/agency-australia-ASX:AU1/
Agricultural Land Trust,ASX,https://www.stockopedia.com/share-prices/agricultural-land-trust-ASX:AGJ/
Agrimin,ASX,https://www.stockopedia.com/share-prices/agrimin-ASX:AMN/
Aguia Resources,ASX,https://www.stockopedia.com/share-prices/aguia-resources-ASX:AGR/
Ahalife Holdings,ASX,https://www.stockopedia.com/share-prices/ahalife-holdings-ASX:AHL/
Aims Property Securities Fund,ASX,https://www.stockopedia.com/share-prices/aims-property-securities-fund-ASX:APW/
Ainsworth Game Technology,ASX,https://www.stockopedia.com/share-prices/ainsworth-game-technology-ASX:AGI/
Air New Zealand,ASX,https://www.stockopedia.com/share-prices/air-new-zealand-ASX:AIZ/
AirXpanders Inc,ASX,https://www.stockopedia.com/share-prices/airxpanders-inc-ASX:AXP/
Alacer Gold,ASX,https://www.stockopedia.com/share-prices/alacer-gold-ASX:AQG/
Alara Resources,ASX,https://www.stockopedia.com/share-prices/alara-resources-ASX:AUQ/
Alchemia,ASX,https://www.stockopedia.com/share-prices/alchemia-ASX:ACL/
Alchemy Resources,ASX,https://www.stockopedia.com/share-prices/alchemy-resources-ASX:ALY/
Alcidion,ASX,https://www.stockopedia.com/share-prices/alcidion-ASX:ALC/
Alderan Resources,ASX,https://www.stockopedia.com/share-prices/alderan-resources-ASX:AL8/
Alexium International,ASX,https://www.stockopedia.com/share-prices/alexium-international-ASX:AJX/
Algae.Tec,ASX,https://www.stockopedia.com/share-prices/algaetec-ASX:AEB/
Alicanto Minerals,ASX,https://www.stockopedia.com/share-prices/alicanto-minerals-ASX:AQI/
Alice Queen,ASX,https://www.stockopedia.com/share-prices/alice-queen-ASX:AQX/
Alkane Resources,ASX,https://www.stockopedia.com/share-prices/alkane-resources-ASX:ALK/
Allegiance Coal,ASX,https://www.stockopedia.com/share-prices/allegiance-coal-ASX:AHQ/
Allegra Orthopaedics,ASX,https://www.stockopedia.com/share-prices/allegra-orthopaedics-ASX:AMT/
Alliance Aviation Services,ASX,https://www.stockopedia.com/share-prices/alliance-aviation-services-ASX:AQZ/
Alliance Resources,ASX,https://www.stockopedia.com/share-prices/alliance-resources-ASX:AGS/
Alligator Energy,ASX,https://www.stockopedia.com/share-prices/alligator-energy-ASX:AGE/
Alloy Resources,ASX,https://www.stockopedia.com/share-prices/alloy-resources-ASX:AYR/
Alt Resources,ASX,https://www.stockopedia.com/share-prices/alt-resources-ASX:ARS/
Alta Zinc,ASX,https://www.stockopedia.com/share-prices/alta-zinc-ASX:AZI/
Altech Chemicals,ASX,https://www.stockopedia.com/share-prices/altech-chemicals-ASX:ATC/
Alternative Investment Trust,ASX,https://www.stockopedia.com/share-prices/alternative-investment-trust-ASX:AIQ/
Alterra,ASX,https://www.stockopedia.com/share-prices/alterra-ASX:1AG/
Altium,ASX,https://www.stockopedia.com/share-prices/altium-ASX:ALU/
Alto Metals,ASX,https://www.stockopedia.com/share-prices/alto-metals-ASX:AME/
Altona Mining,ASX,https://www.stockopedia.com/share-prices/altona-mining-ASX:AOH/
Altura Mining,ASX,https://www.stockopedia.com/share-prices/altura-mining-ASX:AJM/
Alumina,ASX,https://www.stockopedia.com/share-prices/alumina-ASX:AWC/
Amani Gold,ASX,https://www.stockopedia.com/share-prices/amani-gold-ASX:ANL/
Amaysim Australia,ASX,https://www.stockopedia.com/share-prices/amaysim-australia-ASX:AYS/
Ambertech,ASX,https://www.stockopedia.com/share-prices/ambertech-ASX:AMO/
Ambition,ASX,https://www.stockopedia.com/share-prices/ambition-ASX:AMB/
Amcor,ASX,https://www.stockopedia.com/share-prices/amcor-ASX:AMC/
American Pacific Borate & Lithium,ASX,https://www.stockopedia.com/share-prices/american-pacific-borate-lithium-ASX:ABR/
American Patriot Oil & Gas,ASX,https://www.stockopedia.com/share-prices/american-patriot-oil-gas-ASX:AOW/
Analytica,ASX,https://www.stockopedia.com/share-prices/analytica-ASX:ALT/
Anatara Lifesciences,ASX,https://www.stockopedia.com/share-prices/anatara-lifesciences-ASX:ANR/
Anchor Resources,ASX,https://www.stockopedia.com/share-prices/anchor-resources-ASX:AHR/
Andromeda Metals,ASX,https://www.stockopedia.com/share-prices/andromeda-metals-ASX:ADN/
Angel Seafood Holdings,ASX,https://www.stockopedia.com/share-prices/angel-seafood-holdings-ASX:AS1/
Anglo Australian Resources NL,ASX,https://www.stockopedia.com/share-prices/anglo-australian-resources-nl-ASX:AAR/
AngloGold Ashanti,ASX,https://www.stockopedia.com/share-prices/anglogold-ashanti-ASX:AGG/
Animoca Brands,ASX,https://www.stockopedia.com/share-prices/animoca-brands-ASX:AB1/
Anova Metals,ASX,https://www.stockopedia.com/share-prices/anova-metals-ASX:AWV/
Ansell,ASX,https://www.stockopedia.com/share-prices/ansell-ASX:ANN/
Anson Resources,ASX,https://www.stockopedia.com/share-prices/anson-resources-ASX:ASN/
Ante Real Estate Trust,ASX,https://www.stockopedia.com/share-prices/ante-real-estate-trust-ASX:ATT/
Anteo Diagnostics,ASX,https://www.stockopedia.com/share-prices/anteo-diagnostics-ASX:ADO/
Antilles Oil and Gas NL,ASX,https://www.stockopedia.com/share-prices/antilles-oil-and-gas-nl-ASX:AVD/
Antipa Minerals,ASX,https://www.stockopedia.com/share-prices/antipa-minerals-ASX:AZY/
Antipodes Global Investment,ASX,https://www.stockopedia.com/share-prices/antipodes-global-investment-ASX:APL/
Antisense Therapeutics,ASX,https://www.stockopedia.com/share-prices/antisense-therapeutics-ASX:ANP/
Apiam Animal Health,ASX,https://www.stockopedia.com/share-prices/apiam-animal-health-ASX:AHX/
Apollo Consolidated,ASX,https://www.stockopedia.com/share-prices/apollo-consolidated-ASX:AOP/
Apollo Minerals,ASX,https://www.stockopedia.com/share-prices/apollo-minerals-ASX:AON/
Apollo Tourism & Leisure,ASX,https://www.stockopedia.com/share-prices/apollo-tourism-leisure-ASX:ATL/
Appen,ASX,https://www.stockopedia.com/share-prices/appen-ASX:APX/
Applydirect,ASX,https://www.stockopedia.com/share-prices/applydirect-ASX:AD1/
Aquis Entertainment,ASX,https://www.stockopedia.com/share-prices/aquis-entertainment-ASX:AQS/
Arafura Resources,ASX,https://www.stockopedia.com/share-prices/arafura-resources-ASX:ARU/
Arc Exploration,ASX,https://www.stockopedia.com/share-prices/arc-exploration-ASX:ARX/
Archer Exploration,ASX,https://www.stockopedia.com/share-prices/archer-exploration-ASX:AXE/
Ardea Resources,ASX,https://www.stockopedia.com/share-prices/ardea-resources-ASX:ARL/
Ardent Leisure,ASX,https://www.stockopedia.com/share-prices/ardent-leisure-ASX:AAD/
Ardiden,ASX,https://www.stockopedia.com/share-prices/ardiden-ASX:ADV/
Arena REIT No 1,ASX,https://www.stockopedia.com/share-prices/arena-reit-no-1-ASX:ARF/
Argent Minerals,ASX,https://www.stockopedia.com/share-prices/argent-minerals-ASX:ARD/
Argo Exploration,ASX,https://www.stockopedia.com/share-prices/argo-exploration-ASX:AXT/
Argo Global Listed Infrastructure,ASX,https://www.stockopedia.com/share-prices/argo-global-listed-infrastructure-ASX:ALI/
Argo Investments,ASX,https://www.stockopedia.com/share-prices/argo-investments-ASX:ARG/
Argonaut Resources N L,ASX,https://www.stockopedia.com/share-prices/argonaut-resources-n-l-ASX:ARE/
Argosy Minerals,ASX,https://www.stockopedia.com/share-prices/argosy-minerals-ASX:AGY/
Ariadne Australia,ASX,https://www.stockopedia.com/share-prices/ariadne-australia-ASX:ARA/
Aristocrat Leisure,ASX,https://www.stockopedia.com/share-prices/aristocrat-leisure-ASX:ALL/
Ark Mines,ASX,https://www.stockopedia.com/share-prices/ark-mines-ASX:AHK/
Armour Energy,ASX,https://www.stockopedia.com/share-prices/armour-energy-ASX:AJQ/
Arowana International,ASX,https://www.stockopedia.com/share-prices/arowana-international-ASX:AWN/
Arrow Minerals,ASX,https://www.stockopedia.com/share-prices/arrow-minerals-ASX:AMD/
Artemis Resources,ASX,https://www.stockopedia.com/share-prices/artemis-resources-ASX:ARV/
Aruma Resources,ASX,https://www.stockopedia.com/share-prices/aruma-resources-ASX:AAJ/
Asaleo Care,ASX,https://www.stockopedia.com/share-prices/asaleo-care-ASX:AHY/
Ashley Services,ASX,https://www.stockopedia.com/share-prices/ashley-services-ASX:ASH/
Asia Pacific Data Centre,ASX,https://www.stockopedia.com/share-prices/asia-pacific-data-centre-ASX:AJD/
Asia Pacific Digital,ASX,https://www.stockopedia.com/share-prices/asia-pacific-digital-ASX:DIG/
Asian American Medical,ASX,https://www.stockopedia.com/share-prices/asian-american-medical-ASX:AJJ/
Asian Masters Fund,ASX,https://www.stockopedia.com/share-prices/asian-masters-fund-ASX:AUF/
Aspen,ASX,https://www.stockopedia.com/share-prices/aspen-ASX:APZ/
Aspermont,ASX,https://www.stockopedia.com/share-prices/aspermont-ASX:ASP/
Aspire Mining,ASX,https://www.stockopedia.com/share-prices/aspire-mining-ASX:AKM/
AssetOwl,ASX,https://www.stockopedia.com/share-prices/assetowl-ASX:AO1/
Astivita,ASX,https://www.stockopedia.com/share-prices/astivita-ASX:AIR/
Astro Resources NL,ASX,https://www.stockopedia.com/share-prices/astro-resources-nl-ASX:ARO/
Astron,ASX,https://www.stockopedia.com/share-prices/astron-ASX:ATR/
Atcor Medical Holdings,ASX,https://www.stockopedia.com/share-prices/atcor-medical-holdings-ASX:ACG/
Athena Resources,ASX,https://www.stockopedia.com/share-prices/athena-resources-ASX:AHN/
Atlas Iron,ASX,https://www.stockopedia.com/share-prices/atlas-iron-ASX:AGO/
Atlas Pearls,ASX,https://www.stockopedia.com/share-prices/atlas-pearls-ASX:ATP/
Atrum Coal,ASX,https://www.stockopedia.com/share-prices/atrum-coal-ASX:ATU/
Auckland International Airport,ASX,https://www.stockopedia.com/share-prices/auckland-international-airport-ASX:AIA/
Auctus Alternative Investments,ASX,https://www.stockopedia.com/share-prices/auctus-alternative-investments-ASX:AVC/
Audalia Resources,ASX,https://www.stockopedia.com/share-prices/audalia-resources-ASX:ACP/
Audinate,ASX,https://www.stockopedia.com/share-prices/audinate-ASX:AD8/
Audio Pixels Holdings,ASX,https://www.stockopedia.com/share-prices/audio-pixels-holdings-ASX:AKP/
Auking Mining,ASX,https://www.stockopedia.com/share-prices/auking-mining-ASX:AKN/
Aumake International,ASX,https://www.stockopedia.com/share-prices/aumake-international-ASX:AU8/
Aura Energy,ASX,https://www.stockopedia.com/share-prices/aura-energy-ASX:AEE/
Aurelia Metals,ASX,https://www.stockopedia.com/share-prices/aurelia-metals-ASX:AMI/
Auris Minerals,ASX,https://www.stockopedia.com/share-prices/auris-minerals-ASX:AUR/
Aurizon Holdings,ASX,https://www.stockopedia.com/share-prices/aurizon-holdings-ASX:AZJ/
Auroch Minerals,ASX,https://www.stockopedia.com/share-prices/auroch-minerals-ASX:AOU/
Aurora Absolute Return Fund,ASX,https://www.stockopedia.com/share-prices/aurora-absolute-return-fund-ASX:ABW/
Aurora Global Income Trust,ASX,https://www.stockopedia.com/share-prices/aurora-global-income-trust-ASX:AIB/
Aurora Labs,ASX,https://www.stockopedia.com/share-prices/aurora-labs-ASX:A3D/
Aurora Minerals,ASX,https://www.stockopedia.com/share-prices/aurora-minerals-ASX:ARM/
Aurora Property Buy-Write Income Trust,ASX,https://www.stockopedia.com/share-prices/aurora-property-buy-write-income-trust-ASX:AUP/
Aus Tin Mining,ASX,https://www.stockopedia.com/share-prices/aus-tin-mining-ASX:ANW/
AusNet Services,ASX,https://www.stockopedia.com/share-prices/ausnet-services-ASX:AST/
Auscann,ASX,https://www.stockopedia.com/share-prices/auscann-ASX:AC8/
Ausdrill,ASX,https://www.stockopedia.com/share-prices/ausdrill-ASX:ASL/
Ausgold,ASX,https://www.stockopedia.com/share-prices/ausgold-ASX:AUC/
Ausmex Mining,ASX,https://www.stockopedia.com/share-prices/ausmex-mining-ASX:AMG/
Ausmon Resources,ASX,https://www.stockopedia.com/share-prices/ausmon-resources-ASX:AOA/
Ausquest,ASX,https://www.stockopedia.com/share-prices/ausquest-ASX:AQD/
Austal,ASX,https://www.stockopedia.com/share-prices/austal-ASX:ASB/
Austar Gold,ASX,https://www.stockopedia.com/share-prices/austar-gold-ASX:AUL/
Austchina Holdings,ASX,https://www.stockopedia.com/share-prices/austchina-holdings-ASX:AUH/
Austin Engineering,ASX,https://www.stockopedia.com/share-prices/austin-engineering-ASX:ANG/
Austpac Resources NL,ASX,https://www.stockopedia.com/share-prices/austpac-resources-nl-ASX:APG/
Austral Gold,ASX,https://www.stockopedia.com/share-prices/austral-gold-ASX:AGD/
Australia China Holdings,ASX,https://www.stockopedia.com/share-prices/australia-china-holdings-ASX:AAK/
Australia United Mining,ASX,https://www.stockopedia.com/share-prices/australia-united-mining-ASX:AYM/
Australia and New Zealand Banking,ASX,https://www.stockopedia.com/share-prices/australia-and-new-zealand-banking-ASX:ANZ/
Australian Agricultural,ASX,https://www.stockopedia.com/share-prices/australian-agricultural-ASX:AAC/
Australian Agricultural Projects,ASX,https://www.stockopedia.com/share-prices/australian-agricultural-projects-ASX:AAP/
Australian Bauxite,ASX,https://www.stockopedia.com/share-prices/australian-bauxite-ASX:ABX/
Australian Dairy Farms,ASX,https://www.stockopedia.com/share-prices/australian-dairy-farms-ASX:AHF/
Australian Enhanced Income Fund,ASX,https://www.stockopedia.com/share-prices/australian-enhanced-income-fund-ASX:AYF/
Australian Ethical Investment,ASX,https://www.stockopedia.com/share-prices/australian-ethical-investment-ASX:AEF/
Australian Finance,ASX,https://www.stockopedia.com/share-prices/australian-finance-ASX:AFG/
Australian Foundation Investment,ASX,https://www.stockopedia.com/share-prices/australian-foundation-investment-ASX:AFI/
Australian Governance Masters Index Fund,ASX,https://www.stockopedia.com/share-prices/australian-governance-masters-index-fund-ASX:AQF/
Australian Leaders Fund,ASX,https://www.stockopedia.com/share-prices/australian-leaders-fund-ASX:ALF/
Australian Mines,ASX,https://www.stockopedia.com/share-prices/australian-mines-ASX:AUZ/
Australian Pacific Coal,ASX,https://www.stockopedia.com/share-prices/australian-pacific-coal-ASX:AQC/
Australian Pharmaceutical Industries,ASX,https://www.stockopedia.com/share-prices/australian-pharmaceutical-industries-ASX:API/
Australian Potash,ASX,https://www.stockopedia.com/share-prices/australian-potash-ASX:APC/
Australian Rural Capital,ASX,https://www.stockopedia.com/share-prices/australian-rural-capital-ASX:ARC/
Australian United Investment,ASX,https://www.stockopedia.com/share-prices/australian-united-investment-ASX:AUI/
Australian Unity Office Fund,ASX,https://www.stockopedia.com/share-prices/australian-unity-office-fund-ASX:AOF/
Australian Vanadium,ASX,https://www.stockopedia.com/share-prices/australian-vanadium-ASX:AVL/
Australian Vintage,ASX,https://www.stockopedia.com/share-prices/australian-vintage-ASX:AVG/
Australian Whisky Holdings,ASX,https://www.stockopedia.com/share-prices/australian-whisky-holdings-ASX:AWY/
Australis Oil & Gas,ASX,https://www.stockopedia.com/share-prices/australis-oil-gas-ASX:ATS/
Austsino Resources,ASX,https://www.stockopedia.com/share-prices/austsino-resources-ASX:ANS/
Auswide Bank,ASX,https://www.stockopedia.com/share-prices/auswide-bank-ASX:ABA/
Authorised Investment Fund,ASX,https://www.stockopedia.com/share-prices/authorised-investment-fund-ASX:AIY/
Automotive Holdings,ASX,https://www.stockopedia.com/share-prices/automotive-holdings-ASX:AHG/
Autosports,ASX,https://www.stockopedia.com/share-prices/autosports-ASX:ASG/
Avanco Resources,ASX,https://www.stockopedia.com/share-prices/avanco-resources-ASX:AVB/
Avenira,ASX,https://www.stockopedia.com/share-prices/avenira-ASX:AEV/
Aventus Retail Property Fund,ASX,https://www.stockopedia.com/share-prices/aventus-retail-property-fund-ASX:AVN/
Aveo,ASX,https://www.stockopedia.com/share-prices/aveo-ASX:AOG/
Avita Medical,ASX,https://www.stockopedia.com/share-prices/avita-medical-ASX:AVH/
Avjennings,ASX,https://www.stockopedia.com/share-prices/avjennings-ASX:AVJ/
Axiom Mining,ASX,https://www.stockopedia.com/share-prices/axiom-mining-ASX:AVQ/
Axiom Properties,ASX,https://www.stockopedia.com/share-prices/axiom-properties-ASX:AXI/
Axsesstoday,ASX,https://www.stockopedia.com/share-prices/axsesstoday-ASX:AXL/
Azumah Resources,ASX,https://www.stockopedia.com/share-prices/azumah-resources-ASX:AZM/
Azure Healthcare,ASX,https://www.stockopedia.com/share-prices/azure-healthcare-ASX:AZV/
Azure Minerals,ASX,https://www.stockopedia.com/share-prices/azure-minerals-ASX:AZS/
BARD1 Life Sciences,ASX,https://www.stockopedia.com/share-prices/bard1-life-sciences-ASX:BD1/
BBX Minerals,ASX,https://www.stockopedia.com/share-prices/bbx-minerals-ASX:BBX/
BCI Minerals,ASX,https://www.stockopedia.com/share-prices/bci-minerals-ASX:BCI/
BHP Billiton,ASX,https://www.stockopedia.com/share-prices/bhp-billiton-ASX:BHP/
BKI Investment,ASX,https://www.stockopedia.com/share-prices/bki-investment-ASX:BKI/
BMG Resources,ASX,https://www.stockopedia.com/share-prices/bmg-resources-ASX:BMG/
BOD Australia,ASX,https://www.stockopedia.com/share-prices/bod-australia-ASX:BDA/
BPH Energy,ASX,https://www.stockopedia.com/share-prices/bph-energy-ASX:BPH/
BSA,ASX,https://www.stockopedia.com/share-prices/bsa-ASX:BSA/
BTC Health,ASX,https://www.stockopedia.com/share-prices/btc-health-ASX:BTC/
BWP Trust,ASX,https://www.stockopedia.com/share-prices/bwp-trust-ASX:BWP/
BWX,ASX,https://www.stockopedia.com/share-prices/bwx-ASX:BWX/
Baby Bunting,ASX,https://www.stockopedia.com/share-prices/baby-bunting-ASX:BBN/
Babylon Pump & Power,ASX,https://www.stockopedia.com/share-prices/babylon-pump-power-ASX:BPP/
Bailador Technology Investments,ASX,https://www.stockopedia.com/share-prices/bailador-technology-investments-ASX:BTI/
Bank of Queensland,ASX,https://www.stockopedia.com/share-prices/bank-of-queensland-ASX:BOQ/
Bannerman Resources,ASX,https://www.stockopedia.com/share-prices/bannerman-resources-ASX:BMN/
Bapcor,ASX,https://www.stockopedia.com/share-prices/bapcor-ASX:BAP/
Baraka Energy & Resources,ASX,https://www.stockopedia.com/share-prices/baraka-energy-resources-ASX:BKP/
Barra Resources,ASX,https://www.stockopedia.com/share-prices/barra-resources-ASX:BAR/
Barrack St Investments,ASX,https://www.stockopedia.com/share-prices/barrack-st-investments-ASX:BST/
Base Resources,ASX,https://www.stockopedia.com/share-prices/base-resources-ASX:BSE/
Bass Metals,ASX,https://www.stockopedia.com/share-prices/bass-metals-ASX:BSM/
Bass Oil,ASX,https://www.stockopedia.com/share-prices/bass-oil-ASX:BAS/
Bassari Resources,ASX,https://www.stockopedia.com/share-prices/bassari-resources-ASX:BSR/
Bathurst Resources,ASX,https://www.stockopedia.com/share-prices/bathurst-resources-ASX:BRL/
Battery Minerals,ASX,https://www.stockopedia.com/share-prices/battery-minerals-ASX:BAT/
Baumart Holdings,ASX,https://www.stockopedia.com/share-prices/baumart-holdings-ASX:BMH/
Bauxite Resources,ASX,https://www.stockopedia.com/share-prices/bauxite-resources-ASX:BAU/
Beach Energy,ASX,https://www.stockopedia.com/share-prices/beach-energy-ASX:BPT/
Beacon Lighting,ASX,https://www.stockopedia.com/share-prices/beacon-lighting-ASX:BLX/
Beacon Minerals,ASX,https://www.stockopedia.com/share-prices/beacon-minerals-ASX:BCN/
Beadell Resources,ASX,https://www.stockopedia.com/share-prices/beadell-resources-ASX:BDR/
Bega Cheese,ASX,https://www.stockopedia.com/share-prices/bega-cheese-ASX:BGA/
Bell Financial,ASX,https://www.stockopedia.com/share-prices/bell-financial-ASX:BFG/
Bellamy s Australia,ASX,https://www.stockopedia.com/share-prices/bellamy-s-australia-ASX:BAL/
Bendigo and Adelaide Bank,ASX,https://www.stockopedia.com/share-prices/bendigo-and-adelaide-bank-ASX:BEN/
Benitec Biopharma,ASX,https://www.stockopedia.com/share-prices/benitec-biopharma-ASX:BLT/
Benjamin Hornigold,ASX,https://www.stockopedia.com/share-prices/benjamin-hornigold-ASX:BHD/
Bentley Capital,ASX,https://www.stockopedia.com/share-prices/bentley-capital-ASX:BEL/
Berkeley Energia,ASX,https://www.stockopedia.com/share-prices/berkeley-energia-ASX:BKY/
Berkut Minerals,ASX,https://www.stockopedia.com/share-prices/berkut-minerals-ASX:BMT/
Beston Global Food,ASX,https://www.stockopedia.com/share-prices/beston-global-food-ASX:BFC/
Beyond International,ASX,https://www.stockopedia.com/share-prices/beyond-international-ASX:BYI/
Bidenergy,ASX,https://www.stockopedia.com/share-prices/bidenergy-ASX:BID/
Big River Industries,ASX,https://www.stockopedia.com/share-prices/big-river-industries-ASX:BRI/
Bigtincan Holdings,ASX,https://www.stockopedia.com/share-prices/bigtincan-holdings-ASX:BTH/
Billabong International,ASX,https://www.stockopedia.com/share-prices/billabong-international-ASX:BBG/
Bingo Industries,ASX,https://www.stockopedia.com/share-prices/bingo-industries-ASX:BIN/
Bio-Gene Technology,ASX,https://www.stockopedia.com/share-prices/bio-gene-technology-ASX:BGT/
